,artists,album,genre,scores,years,labels,dates,reviewer,Release Year,day,month,electronic,pop,r&b,rap,experimental,rock,global,folk,country,jazz,Reissue,Prev1,Prev2,Prev3,Prev4,Prev5,Prev6,Prev7,Prev8,Prev9,Prev10,Wait,Major,MajorIndie,Label Switch,Other
12844,Various Artists,A Tribute to Joni Mitchell,,2.9,2007,Nonesuch,2007-05-25,Joe Tangari,2007,25,5,0,0,0,0,0,0,0,0,0,0,0,7.9,6.8,6.8,7.6,5.4,8.3,7.7,6.4,8.5,8.2,0.0,0,0,1,1
12877,Various Artists,Cult Cargo: Grand Bahama Goombay,,7.9,2007,Numero Group,2007-05-17,Joe Tangari,2007,17,5,0,0,0,0,0,0,0,0,0,0,0,6.8,6.8,7.6,5.4,8.3,7.7,6.4,8.5,8.2,6.8,0.0,0,0,1,1
12893,Various Artists,Joe Strummer: The Future Is Unwritten,,6.8,2007,Sony/Legacy,2007-05-14,Joshua Klein,2007,14,5,0,0,0,0,0,0,0,0,0,0,0,6.8,7.6,5.4,8.3,7.7,6.4,8.5,8.2,6.8,6.7,0.0,1,0,1,0
12946,Various Artists,Death Proof,,6.8,2007,Warner Bros.,2007-05-01,Jess Harvell,2007,1,5,0,0,0,0,0,0,0,0,0,0,0,7.6,5.4,8.3,7.7,6.4,8.5,8.2,6.8,6.7,7.3,0.0,1,0,1,0
12965,Various Artists,20 Ways to Float Through Walls,,7.6,2007,Crammed Discs,2007-04-25,Joe Tangari,2007,25,4,0,0,0,0,0,0,0,0,0,0,0,5.4,8.3,7.7,6.4,8.5,8.2,6.8,6.7,7.3,9.4,0.0,0,0,1,1
12971,Various Artists,SC100,,5.4,2007,Secretly Canadian,2007-04-24,Matthew Murphy,2007,24,4,0,0,0,0,0,0,0,0,0,0,0,8.3,7.7,6.4,8.5,8.2,6.8,6.7,7.3,9.4,8.4,0.0,0,1,1,0
12990,Various Artists,Eccentric Soul: Twinight's Lunar Rotation,,8.3,2007,Numero Group,2007-04-18,Joe Tangari,2007,18,4,0,0,0,0,0,0,0,0,0,0,0,7.7,6.4,8.5,8.2,6.8,6.7,7.3,9.4,8.4,7.9,0.0,0,0,1,1
11766,Various Artists,The Garden of Forking Paths,,7.7,2007,Important,2008-04-03,Matthew Murphy,2007,3,4,0,0,0,0,0,0,0,0,0,0,0,6.4,8.5,8.2,6.8,6.7,7.3,9.4,8.4,7.9,7.2,0.0,0,0,1,1
13064,Various Artists,Ed Rec Vol. 2,,6.4,2007,Vice/Because,2007-03-29,Tim Finney,2007,29,3,0,0,0,0,0,0,0,0,0,0,0,8.5,8.2,6.8,6.7,7.3,9.4,8.4,7.9,7.2,6.0,0.0,0,0,1,1
13095,Various Artists,The Upsetter Selection-- A Lee Perry Jukebox,,8.5,2007,Trojan,2007-03-23,Dave Stelfox,2007,23,3,0,0,0,0,0,0,0,0,0,0,0,8.2,6.8,6.7,7.3,9.4,8.4,7.9,7.2,6.0,6.8,0.0,0,0,1,1
13114,Various Artists,"Labrador 100, a Complete History of Popular Music",,8.2,2007,Labrador,2007-03-19,Marc Hogan,2007,19,3,0,0,0,0,0,0,0,0,0,0,0,6.8,6.7,7.3,9.4,8.4,7.9,7.2,6.0,6.8,9.2,0.0,0,0,1,1
11827,Various Artists,Pop Ambient 2008,,6.8,2007,Kompakt,2008-03-18,Andrew Gaerig,2007,18,3,0,0,0,0,0,0,0,0,0,0,0,6.7,7.3,9.4,8.4,7.9,7.2,6.0,6.8,9.2,7.2,0.0,0,0,1,1
13130,Various Artists,Songs For the Young at Heart,,6.7,2007,Lucky Dog,2007-03-14,Stephen Trouss,2007,14,3,0,0,0,0,0,0,0,0,0,0,0,7.3,9.4,8.4,7.9,7.2,6.0,6.8,9.2,7.2,6.5,0.0,0,0,1,1
11853,Various Artists,Basic Replay,,7.3,2007,Basic Replay,2008-03-11,Mike Powell,2007,11,3,0,0,0,0,0,0,0,0,0,0,0,9.4,8.4,7.9,7.2,6.0,6.8,9.2,7.2,6.5,7.5,0.0,0,0,1,1
11896,Various Artists,"The Complete Motown Singles, Vol. 9: 1969",,9.4,2007,Hip-O Select,2008-02-28,Joe Tangari,2007,28,2,0,0,0,0,0,0,0,0,0,0,0,8.4,7.9,7.2,6.0,6.8,9.2,7.2,6.5,7.5,7.0,0.0,0,0,1,1
13193,Various Artists,Jonny Greenwood Is the Controller,,8.4,2007,Sanctuary/Trojan,2007-02-26,Joshua Klein,2007,26,2,0,0,0,0,0,0,0,0,0,0,0,7.9,7.2,6.0,6.8,9.2,7.2,6.5,7.5,7.0,8.5,0.0,0,0,1,1
11914,Various Artists,I Hate CDs! Norton 45s,,7.9,2007,Norton,2008-02-22,Joe Tangari,2007,22,2,0,0,0,0,0,0,0,0,0,0,0,7.2,6.0,6.8,9.2,7.2,6.5,7.5,7.0,8.5,5.0,0.0,0,0,1,1
11919,Various Artists,Soundboy Punishments,,7.2,2007,Rough Trade/Skull Disco,2008-02-21,Tim Finney,2007,21,2,0,0,0,0,0,0,0,0,0,0,0,6.0,6.8,9.2,7.2,6.5,7.5,7.0,8.5,5.0,8.0,0.0,0,0,1,1
11922,Various Artists,Songs From The Bigtop,,6.0,2007,Devon Reed,2008-02-20,Joe Tangari,2007,20,2,0,0,0,0,0,0,0,0,0,0,0,6.8,9.2,7.2,6.5,7.5,7.0,8.5,5.0,8.0,6.2,0.0,0,0,1,1
13228,Various Artists,CD86: 48 Tracks from the Birth of Indie Pop,,6.8,2007,Castle,2007-02-15,Nitsuh Abebe,2007,15,2,0,0,0,0,0,0,0,0,0,0,0,9.2,7.2,6.5,7.5,7.0,8.5,5.0,8.0,6.2,8.1,0.0,0,0,1,1
13232,Various Artists,London Is the Place for Me: Part Four,,9.2,2007,Honest Jon's,2007-02-14,Dave Stelfox,2007,14,2,0,0,0,0,0,0,0,0,0,0,0,7.2,6.5,7.5,7.0,8.5,5.0,8.0,6.2,8.1,8.6,0.0,0,0,1,1
13237,Various Artists,Imagine the Shapes,,7.2,2007,What's Your Rupture?,2007-02-13,Nitsuh Abebe,2007,13,2,0,0,0,0,0,0,0,0,0,0,0,6.5,7.5,7.0,8.5,5.0,8.0,6.2,8.1,8.6,8.2,0.0,0,0,1,1
13239,Various Artists,8-Bit Operators: The Music of Kraftwerk,,6.5,2007,Astralwerks/Receptors,2007-02-12,Mark Richardson,2007,12,2,0,0,0,0,0,0,0,0,0,0,0,7.5,7.0,8.5,5.0,8.0,6.2,8.1,8.6,8.2,7.7,0.0,1,0,1,0
13249,Various Artists,Hit Parade,Rock,7.5,2007,Yep Roc,2007-02-09,Joe Tangari,2007,9,2,0,0,0,0,0,1,0,0,0,0,0,7.0,8.5,5.0,8.0,6.2,8.1,8.6,8.2,7.7,5.9,0.0,0,0,1,1
11979,Various Artists,Kitsuné BoomBox,,7.0,2007,Kitsuné,2008-02-06,Tim Finney,2007,6,2,0,0,0,0,0,0,0,0,0,0,0,8.5,5.0,8.0,6.2,8.1,8.6,8.2,7.7,5.9,7.8,0.0,0,0,1,1
13264,Various Artists,Forever Changing: The Golden Age of Elektra Records 1963-1973,,8.5,2007,Elektra/Rhino,2007-02-06,Stephen M. Deusner,2007,6,2,0,0,0,0,0,0,0,0,0,0,0,5.0,8.0,6.2,8.1,8.6,8.2,7.7,5.9,7.8,6.7,0.0,1,0,1,0
13274,Various Artists,Endless Highway: The Music of the Band,,5.0,2007,429,2007-02-02,Amanda Petrusich,2007,2,2,0,0,0,0,0,0,0,0,0,0,0,8.0,6.2,8.1,8.6,8.2,7.7,5.9,7.8,6.7,8.0,0.0,0,0,1,1
12003,Various Artists,Eccentric Soul: The Outskirts of Deep City,,8.0,2007,Numero Group,2008-01-30,Joe Tangari,2007,30,1,0,0,0,0,0,0,0,0,0,0,0,6.2,8.1,8.6,8.2,7.7,5.9,7.8,6.7,8.0,9.2,0.0,0,0,1,1
13290,Various Artists,Ed Rec Vol. 1,,6.2,2007,Vice/Because,2007-01-30,Tim Finney,2007,30,1,0,0,0,0,0,0,0,0,0,0,0,8.1,8.6,8.2,7.7,5.9,7.8,6.7,8.0,9.2,7.5,0.0,0,0,1,1
13295,Various Artists,Stones Throw: Ten Years,,8.1,2007,Stones Throw,2007-01-29,Sam Chennault,2007,29,1,0,0,0,0,0,0,0,0,0,0,0,8.6,8.2,7.7,5.9,7.8,6.7,8.0,9.2,7.5,1.8,0.0,0,1,1,0
12029,Various Artists,Black Mirror: Reflections in Global Music (1918-1955),,8.6,2007,Dust-to-Digital,2008-01-23,Mike McGonigal,2007,23,1,0,0,0,0,0,0,0,0,0,0,0,8.2,7.7,5.9,7.8,6.7,8.0,9.2,7.5,1.8,8.3,0.0,0,0,1,1
12033,Various Artists,Cadenza Contemporary 01/Classics,,8.2,2007,Cadenza,2008-01-22,Mike Powell,2007,22,1,0,0,0,0,0,0,0,0,0,0,0,7.7,5.9,7.8,6.7,8.0,9.2,7.5,1.8,8.3,7.2,0.0,0,0,1,1
12043,Various Artists,Melodii Tuvi: Throat Songs and Folk Tunes from Tuva,,7.7,2007,Dust-to-Digital,2008-01-18,Mike McGonigal,2007,18,1,0,0,0,0,0,0,0,0,0,0,0,5.9,7.8,6.7,8.0,9.2,7.5,1.8,8.3,7.2,8.9,0.0,0,0,1,1
12044,Various Artists,"The Brit Box: U.K. Indie, Shoegaze and Brit-Pop Gems of the Last Millennium",,5.9,2007,Rhino,2008-01-18,Scott Plagenhoef,2007,18,1,0,0,0,0,0,0,0,0,0,0,0,7.8,6.7,8.0,9.2,7.5,1.8,8.3,7.2,8.9,9.7,0.0,1,0,1,0
12059,Various Artists,Four Songs by Arthur Russell,,7.8,2007,Rough Trade,2008-01-16,Marc Hogan,2007,16,1,0,0,0,0,0,0,0,0,0,0,0,6.7,8.0,9.2,7.5,1.8,8.3,7.2,8.9,9.7,5.5,0.0,0,0,1,1
12076,Various Artists,The Heavy Metal Box,,6.7,2007,Rhino,2008-01-11,Brandon Stosuy,2007,11,1,0,0,0,0,0,0,0,0,0,0,0,8.0,9.2,7.5,1.8,8.3,7.2,8.9,9.7,5.5,7.5,0.0,1,0,1,0
12097,Various Artists,Downtown 81 OST,,8.0,2007,Recall,2008-01-07,Andy Battaglia,2007,7,1,0,0,0,0,0,0,0,0,0,0,0,9.2,7.5,1.8,8.3,7.2,8.9,9.7,5.5,7.5,6.9,0.0,0,0,1,1
12107,Various Artists,The Very Best of Ethiopiques: Hypnotic Grooves From the Legendary Series,,9.2,2007,Manteca/Buda Musique,2008-01-03,Joe Tangari,2007,3,1,0,0,0,0,0,0,0,0,0,0,0,7.5,1.8,8.3,7.2,8.9,9.7,5.5,7.5,6.9,7.3,1.0,0,0,1,1
13424,Various Artists,Fast Food Nation OST,,7.5,2006,Park the Van,2006-12-08,Joe Tangari,2006,8,12,0,0,0,0,0,0,0,0,0,0,0,1.8,8.3,7.2,8.9,9.7,5.5,7.5,6.9,7.3,6.5,0.0,0,0,1,1
13441,Various Artists,Music from The O.C. Mix 6: Covering Our Tracks,,1.8,2006,Warner Bros.,2006-12-05,Rob Mitchum,2006,5,12,0,0,0,0,0,0,0,0,0,0,0,8.3,7.2,8.9,9.7,5.5,7.5,6.9,7.3,6.5,9.3,0.0,1,0,1,0
13484,Various Artists,Roots of Rumba Rock: Congo Classics 1953-1955,,8.3,2006,Crammed Discs,2006-11-22,Joshua Klein,2006,22,11,0,0,0,0,0,0,0,0,0,0,0,7.2,8.9,9.7,5.5,7.5,6.9,7.3,6.5,9.3,8.0,0.0,0,0,1,1
14804,Various Artists,Big Boi Presents Got Purp? Volume 2,,7.2,2006,Virgin/Purple Ribbon,2005-11-21,Sean Fennessey,2006,21,11,0,0,0,0,0,0,0,0,0,0,0,8.9,9.7,5.5,7.5,6.9,7.3,6.5,9.3,8.0,8.8,0.0,1,0,1,0
13514,Various Artists,Journey Into Paradise: The Larry Levan Story,,8.9,2006,Rhino,2006-11-14,Tim Finney,2006,14,11,0,0,0,0,0,0,0,0,0,0,0,9.7,5.5,7.5,6.9,7.3,6.5,9.3,8.0,8.8,8.2,0.0,1,0,1,0
13526,Various Artists,"The Complete Motown Singles, Vol. 5: 1965",,9.7,2006,Hip-O Select,2006-11-10,Joe Tangari,2006,10,11,0,0,0,0,0,0,0,0,0,0,0,5.5,7.5,6.9,7.3,6.5,9.3,8.0,8.8,8.2,6.1,0.0,0,0,1,1
13531,Various Artists,Plague Songs,,5.5,2006,4AD,2006-11-09,Brandon Stosuy,2006,9,11,0,0,0,0,0,0,0,0,0,0,0,7.5,6.9,7.3,6.5,9.3,8.0,8.8,8.2,6.1,7.2,0.0,0,1,1,0
13535,Various Artists,Serious Times,,7.5,2006,XL,2006-11-08,Jess Harvell,2006,8,11,0,0,0,0,0,0,0,0,0,0,0,6.9,7.3,6.5,9.3,8.0,8.8,8.2,6.1,7.2,7.5,0.0,0,1,1,0
13545,Various Artists,The Harry Smith Project,,6.9,2006,Shout! Factory,2006-11-06,Amanda Petrusich,2006,6,11,0,0,0,0,0,0,0,0,0,0,0,7.3,6.5,9.3,8.0,8.8,8.2,6.1,7.2,7.5,7.7,0.0,0,0,1,1
13565,Various Artists,Marie Antoinette OST,,7.3,2006,Verve Forecast,2006-10-31,Stephen M. Deusner,2006,31,10,0,0,0,0,0,0,0,0,0,0,0,6.5,9.3,8.0,8.8,8.2,6.1,7.2,7.5,7.7,7.9,0.0,0,0,1,1
13570,Various Artists,The Record Shop: 30 Years of Rough Trade Shops,,6.5,2006,V2,2006-10-30,Nitsuh Abebe,2006,30,10,0,0,0,0,0,0,0,0,0,0,0,9.3,8.0,8.8,8.2,6.1,7.2,7.5,7.7,7.9,7.9,0.0,0,0,1,1
13585,Various Artists,American Hardcore: The History of American Punk Rock 1980-1986,,9.3,2006,Rhino,2006-10-25,Zach Baron,2006,25,10,0,0,0,0,0,0,0,0,0,0,0,8.0,8.8,8.2,6.1,7.2,7.5,7.7,7.9,7.9,7.1,0.0,1,0,1,0
13589,Various Artists,Eccentric Soul: Mighty Mike Lenaburg,,8.0,2006,Numero Group,2006-10-24,Joe Tangari,2006,24,10,0,0,0,0,0,0,0,0,0,0,0,8.8,8.2,6.1,7.2,7.5,7.7,7.9,7.9,7.1,6.4,0.0,0,0,1,1
13595,Various Artists,What It Is!,,8.8,2006,Rhino,2006-10-23,Joe Tangari,2006,23,10,0,0,0,0,0,0,0,0,0,0,0,8.2,6.1,7.2,7.5,7.7,7.9,7.9,7.1,6.4,8.0,0.0,1,0,1,0
13641,Various Artists,The DFA Remixes: Chapter Two,,8.2,2006,Astralwerks/DFA,2006-10-10,Tim Finney,2006,10,10,0,0,0,0,0,0,0,0,0,0,0,6.1,7.2,7.5,7.7,7.9,7.9,7.1,6.4,8.0,6.9,0.0,1,0,1,0
13644,Various Artists,Chrome Children,,6.1,2006,Stones Throw,2006-10-09,Ryan Dombal,2006,9,10,0,0,0,0,0,0,0,0,0,0,0,7.2,7.5,7.7,7.9,7.9,7.1,6.4,8.0,6.9,5.9,0.0,0,1,1,0
13660,Various Artists,Yeti #4,,7.2,2006,Yeti,2006-10-04,Matthew Murphy,2006,4,10,0,0,0,0,0,0,0,0,0,0,0,7.5,7.7,7.9,7.9,7.1,6.4,8.0,6.9,5.9,8.1,0.0,0,0,1,1
13683,Various Artists,The Kids at the Club,,7.5,2006,How Does It Feel to Be Loved?,2006-09-27,Marc Hogan,2006,27,9,0,0,0,0,0,0,0,0,0,0,0,7.7,7.9,7.9,7.1,6.4,8.0,6.9,5.9,8.1,5.9,0.0,0,0,1,1
13690,Various Artists,The Rough Guide to Planet Rock,,7.7,2006,World Music Network,2006-09-26,Joe Tangari,2006,26,9,0,0,0,0,0,0,0,0,0,0,0,7.9,7.9,7.1,6.4,8.0,6.9,5.9,8.1,5.9,7.2,0.0,0,0,0,1
13691,Various Artists,The Rough Guide to West African Gold,,7.9,2006,World Music Network,2006-09-26,Joe Tangari,2006,26,9,0,0,0,0,0,0,0,0,0,0,0,7.9,7.1,6.4,8.0,6.9,5.9,8.1,5.9,7.2,6.8,0.0,0,0,1,1
13727,Various Artists,Total 7,,7.9,2006,Kompakt,2006-09-15,Tim Finney,2006,15,9,0,0,0,0,0,0,0,0,0,0,0,7.1,6.4,8.0,6.9,5.9,8.1,5.9,7.2,6.8,9.2,0.0,0,0,1,1
13744,Various Artists,Ethnic Minority Music of Northeast Cambodia,,7.1,2006,Sublime Frequencies,2006-09-11,Mark Richardson,2006,11,9,0,0,0,0,0,0,0,0,0,0,0,6.4,8.0,6.9,5.9,8.1,5.9,7.2,6.8,9.2,5.4,0.0,0,0,1,1
13765,Various Artists,Rogue's Gallery,,6.4,2006,Anti-,2006-09-05,Stephen M. Deusner,2006,5,9,0,0,0,0,0,0,0,0,0,0,0,8.0,6.9,5.9,8.1,5.9,7.2,6.8,9.2,5.4,6.9,0.0,0,0,1,1
13771,Various Artists,Good God! A Gospel Funk Hymnal,,8.0,2006,Numero Group,2006-09-01,Joe Tangari,2006,1,9,0,0,0,0,0,0,0,0,0,0,0,6.9,5.9,8.1,5.9,7.2,6.8,9.2,5.4,6.9,7.0,0.0,0,0,1,1
13777,Various Artists,Live at KEXP Volume 2,,6.9,2006,KEXP,2006-08-31,Stephen M. Deusner,2006,31,8,0,0,0,0,0,0,0,0,0,0,0,5.9,8.1,5.9,7.2,6.8,9.2,5.4,6.9,7.0,8.1,0.0,0,0,1,1
13790,Various Artists,Folk Off!,,5.9,2006,Sunday Best,2006-08-28,Matthew Murphy,2006,28,8,0,0,0,0,0,0,0,0,0,0,0,8.1,5.9,7.2,6.8,9.2,5.4,6.9,7.0,8.1,7.3,0.0,0,0,1,1
13890,Various Artists,Jamaica to Toronto: Soul Funk & Reggae 1967-1974,,8.1,2006,Light in the Attic,2006-07-25,Joe Tangari,2006,25,7,0,0,0,0,0,0,0,0,0,0,0,5.9,7.2,6.8,9.2,5.4,6.9,7.0,8.1,7.3,7.5,0.0,0,0,1,1
13918,Various Artists,Rough Trade Shops: Singer Songwriter 1,,5.9,2006,Mute,2006-07-18,Matthew Murphy,2006,18,7,0,0,0,0,0,0,0,0,0,0,0,7.2,6.8,9.2,5.4,6.9,7.0,8.1,7.3,7.5,9.4,0.0,0,1,1,0
13958,Various Artists,Hefty Digest + Prefuse 73 Mixtape,,7.2,2006,Hefty,2006-07-06,Mark Richardson,2006,6,7,0,0,0,0,0,0,0,0,0,0,0,6.8,9.2,5.4,6.9,7.0,8.1,7.3,7.5,9.4,6.0,0.0,0,0,1,1
13962,Various Artists,Suicide Squeeze Records: Slaying Since 1996,,6.8,2006,Suicide Squeeze,2006-07-05,John Motley,2006,5,7,0,0,0,0,0,0,0,0,0,0,0,9.2,5.4,6.9,7.0,8.1,7.3,7.5,9.4,6.0,6.8,0.0,0,0,1,1
13970,Various Artists,Rockin' Bones: 1950s Punk and Rockabilly,,9.2,2006,Rhino,2006-06-30,Amanda Petrusich,2006,30,6,0,0,0,0,0,0,0,0,0,0,0,5.4,6.9,7.0,8.1,7.3,7.5,9.4,6.0,6.8,7.2,0.0,1,0,1,0
13976,Various Artists,"Big Star, Small World",,5.4,2006,Koch,2006-06-28,John Motley,2006,28,6,0,0,0,0,0,0,0,0,0,0,0,6.9,7.0,8.1,7.3,7.5,9.4,6.0,6.8,7.2,5.4,0.0,0,0,1,1
14005,Various Artists,Zero: A Martin Hannett Story 1977-1991,,6.9,2006,Atlantic/Big Beat,2006-06-21,Nitsuh Abebe,2006,21,6,0,0,0,0,0,0,0,0,0,0,0,7.0,8.1,7.3,7.5,9.4,6.0,6.8,7.2,5.4,8.0,0.0,1,0,1,0
14020,Various Artists,Yeti #3,,7.0,2006,Yeti,2006-06-16,Matthew Murphy,2006,16,6,0,0,0,0,0,0,0,0,0,0,0,8.1,7.3,7.5,9.4,6.0,6.8,7.2,5.4,8.0,0.6,0.0,0,0,1,1
14023,Various Artists,Eccentric Soul: The Big Mack Label,,8.1,2006,Numero Group,2006-06-15,Joe Tangari,2006,15,6,0,0,0,0,0,0,0,0,0,0,0,7.3,7.5,9.4,6.0,6.8,7.2,5.4,8.0,0.6,8.2,0.0,0,0,1,1
14027,Various Artists,"Imaginational Anthem, Vol. 2",,7.3,2006,Tompkins Square,2006-06-14,Matthew Murphy,2006,14,6,0,0,0,0,0,0,0,0,0,0,0,7.5,9.4,6.0,6.8,7.2,5.4,8.0,0.6,8.2,7.5,0.0,0,0,1,1
14072,Various Artists,"The Tommy Boy Story, Vol. 1",,7.5,2006,Rhino/Tommy Boy,2006-06-05,Peter Macia,2006,5,6,0,0,0,0,0,0,0,0,0,0,0,9.4,6.0,6.8,7.2,5.4,8.0,0.6,8.2,7.5,6.6,0.0,1,0,1,0
14087,Various Artists,"The Complete Motown Singles, Vol. 4: 1964",,9.4,2006,Hip-O Select,2006-05-31,Joe Tangari,2006,31,5,0,0,0,0,0,0,0,0,0,0,0,6.0,6.8,7.2,5.4,8.0,0.6,8.2,7.5,6.6,8.2,0.0,0,0,1,1
14142,Various Artists,The Sound the Hare Heard,,6.0,2006,Kill Rock Stars,2006-05-15,David Raposa,2006,15,5,0,0,0,0,0,0,0,0,0,0,0,6.8,7.2,5.4,8.0,0.6,8.2,7.5,6.6,8.2,7.9,0.0,0,0,1,1
14190,Various Artists,Sur La Mer Samp-Le-Mer,,6.8,2006,5RC,2006-05-09,Mia Lily Clarke,2006,9,5,0,0,0,0,0,0,0,0,0,0,0,7.2,5.4,8.0,0.6,8.2,7.5,6.6,8.2,7.9,7.4,0.0,0,0,1,1
14195,Various Artists,DJ-Kicks: The Exclusives,,7.2,2006,!K7,2006-05-07,Tim Finney,2006,7,5,0,0,0,0,0,0,0,0,0,0,0,5.4,8.0,0.6,8.2,7.5,6.6,8.2,7.9,7.4,7.1,0.0,0,0,1,1
14228,Various Artists,Monsieur Gainsbourg Revisited,,5.4,2006,Barclay,2006-04-27,Jess Harvell,2006,27,4,0,0,0,0,0,0,0,0,0,0,0,8.0,0.6,8.2,7.5,6.6,8.2,7.9,7.4,7.1,7.7,0.0,0,0,1,1
14235,Various Artists,Idol Tryouts Two: Ghostly International Vol. Two,,8.0,2006,Ghostly,2006-04-26,Brian Howe,2006,26,4,0,0,0,0,0,0,0,0,0,0,0,0.6,8.2,7.5,6.6,8.2,7.9,7.4,7.1,7.7,7.0,0.0,0,0,1,1
14271,Various Artists,Exit Music: Songs With Radio Heads,,0.6,2006,Rapster/BBE,2006-04-17,Peter Macia,2006,17,4,0,0,0,0,0,0,0,0,0,0,0,8.2,7.5,6.6,8.2,7.9,7.4,7.1,7.7,7.0,6.0,0.0,0,0,1,1
14308,Various Artists,The DFA Remixes: Chapter One,,8.2,2006,Astralwerks/DFA,2006-04-06,Tim Finney,2006,6,4,0,0,0,0,0,0,0,0,0,0,0,7.5,6.6,8.2,7.9,7.4,7.1,7.7,7.0,6.0,9.2,0.0,1,0,1,0
14345,Various Artists,Wayfaring Strangers: Ladies From the Canyon,,7.5,2006,Numero Group,2006-03-29,Matthew Murphy,2006,29,3,0,0,0,0,0,0,0,0,0,0,0,6.6,8.2,7.9,7.4,7.1,7.7,7.0,6.0,9.2,6.9,0.0,0,0,1,1
14373,Various Artists,See You on the Moon!: Songs for Kids of All Ages,,6.6,2006,Paper Bag,2006-03-22,Marc Hogan,2006,22,3,0,0,0,0,0,0,0,0,0,0,0,8.2,7.9,7.4,7.1,7.7,7.0,6.0,9.2,6.9,7.2,0.0,0,0,1,1
13109,Various Artists,Rio Baile Funk: More Favela Booty Beats,,8.2,2006,Essay,2007-03-20,Tim Finney,2006,20,3,0,0,0,0,0,0,0,0,0,0,0,7.9,7.4,7.1,7.7,7.0,6.0,9.2,6.9,7.2,8.9,0.0,0,0,1,1
14383,Various Artists,Invaders,,7.9,2006,Kemado,2006-03-20,Zach Baron,2006,20,3,0,0,0,0,0,0,0,0,0,0,0,7.4,7.1,7.7,7.0,6.0,9.2,6.9,7.2,8.9,8.7,0.0,0,0,1,1
14406,Various Artists,The Memphis Family Album: Music From Memphis Industries Vol. 2,,7.4,2006,Memphis Industries,2006-03-13,Rob Mitchum,2006,13,3,0,0,0,0,0,0,0,0,0,0,0,7.1,7.7,7.0,6.0,9.2,6.9,7.2,8.9,8.7,8.6,0.0,0,0,1,1
14411,Various Artists,Dave Chappelle's Block Party OST,,7.1,2006,Geffen,2006-03-12,Sean Fennessey,2006,12,3,0,0,0,0,0,0,0,0,0,0,0,7.7,7.0,6.0,9.2,6.9,7.2,8.9,8.7,8.6,8.7,0.0,1,0,1,0
14428,Various Artists,Not Alone,,7.7,2006,Durtro/Jnana,2006-03-08,Alex Linhardt,2006,8,3,0,0,0,0,0,0,0,0,0,0,0,7.0,6.0,9.2,6.9,7.2,8.9,8.7,8.6,8.7,3.9,0.0,0,0,1,1
14448,Various Artists,Big Apple Rappin',,7.0,2006,Soul Jazz,2006-03-02,Peter Macia,2006,2,3,0,0,0,0,0,0,0,0,0,0,0,6.0,9.2,6.9,7.2,8.9,8.7,8.6,8.7,3.9,9.5,0.0,0,0,1,1
14459,Various Artists,Mews Too: An Asthmatic Kitty Compilation,,6.0,2006,Asthmatic Kitty,2006-02-28,Brian Howe,2006,28,2,0,0,0,0,0,0,0,0,0,0,0,9.2,6.9,7.2,8.9,8.7,8.6,8.7,3.9,9.5,7.9,0.0,0,0,1,1
13222,Various Artists,Ultimate Breaks & Beats: The Complete Collection,,9.2,2006,Street Beat,2007-02-16,Nate Patrin,2006,16,2,0,0,0,0,0,0,0,0,0,0,0,6.9,7.2,8.9,8.7,8.6,8.7,3.9,9.5,7.9,8.4,0.0,0,0,1,1
14522,Various Artists,I Am the Resurrection: A Tribute to John Fahey,,6.9,2006,Vanguard,2006-02-13,Matthew Murphy,2006,13,2,0,0,0,0,0,0,0,0,0,0,0,7.2,8.9,8.7,8.6,8.7,3.9,9.5,7.9,8.4,8.1,0.0,0,0,1,1
14537,Various Artists,To: Elliott / From: Portland,,7.2,2006,Expunged,2006-02-08,Brian Howe,2006,8,2,0,0,0,0,0,0,0,0,0,0,0,8.9,8.7,8.6,8.7,3.9,9.5,7.9,8.4,8.1,8.1,0.0,0,0,1,1
14546,Various Artists,The Best of Studio One,,8.9,2006,Heartbeat,2006-02-06,Joe Tangari,2006,6,2,0,0,0,0,0,0,0,0,0,0,0,8.7,8.6,8.7,3.9,9.5,7.9,8.4,8.1,8.1,9.0,0.0,0,0,0,1
14547,Various Artists,Full Up: More Hits From Studio One,,8.7,2006,Heartbeat,2006-02-06,Joe Tangari,2006,6,2,0,0,0,0,0,0,0,0,0,0,0,8.6,8.7,3.9,9.5,7.9,8.4,8.1,8.1,9.0,8.5,0.0,0,0,0,1
14548,Various Artists,Downbeat the Ruler: Killer Instrumentals from Studio One,,8.6,2006,Heartbeat,2006-02-06,Joe Tangari,2006,6,2,0,0,0,0,0,0,0,0,0,0,0,8.7,3.9,9.5,7.9,8.4,8.1,8.1,9.0,8.5,7.9,0.0,0,0,1,1
14562,Various Artists,Eccentric Soul: The Deep City Label,,8.7,2006,Numero Group,2006-02-02,Joe Tangari,2006,2,2,0,0,0,0,0,0,0,0,0,0,0,3.9,9.5,7.9,8.4,8.1,8.1,9.0,8.5,7.9,6.0,0.0,0,0,1,1
14566,Various Artists,Future Retro,,3.9,2006,Rhino,2006-02-01,Nitsuh Abebe,2006,1,2,0,0,0,0,0,0,0,0,0,0,0,9.5,7.9,8.4,8.1,8.1,9.0,8.5,7.9,6.0,7.4,0.0,1,0,1,0
14575,Various Artists,Tropicália: A Brazilian Revolution in Sound,,9.5,2006,Soul Jazz,2006-01-31,Joe Tangari,2006,31,1,0,0,0,0,0,0,0,0,0,0,0,7.9,8.4,8.1,8.1,9.0,8.5,7.9,6.0,7.4,7.4,0.0,0,0,1,1
